date,open,high,low,close,volume,symbol,t_sma,t_wma,t_ema,t_willr,t_stck,t_stcd,t_rsi,t_cci,t_mom,t_macd,updown
2000-01-03,0.7995146247975083,0.8576435129285749,0.7752145445966826,0.8533555269241333,535796800.0,AAPL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2000-01-04,0.8252438124710756,0.8433493231228115,0.7714029203486518,0.781408965587616,512377600.0,AAPL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2000-01-05,0.7909378144012403,0.8428729999342797,0.7852205677593967,0.7928435802459717,778321600.0,AAPL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2000-01-06,0.809043997636124,0.815714151035543,0.724232017993927,0.724232017993927,767972800.0,AAPL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2000-01-07,0.7356675892562634,0.7699737149033627,0.7280445769043855,0.7585383057594299,460734400.0,AAPL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2000-01-10,0.7775964226078017,0.7795021877969451,0.7223262294750016,0.7451969385147095,505064000.0,AAPL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2000-01-11,0.7313794839211832,0.7575852717640168,0.6899268097575534,0.7070794105529785,441548800.0,AAPL,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
2000-01-12,0.7242322555376174,0.728044652726715,0.6594323942868815,0.6646741032600403,976068800.0,AAPL,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
2000-01-13,0.7203010577924457,0.7528200942777467,0.7051737160525022,0.7375732064247131,1032684800.0,AAPL,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
2000-01-14,0.7623498252747014,0.7795024297947061,0.7575854362688971,0.7656849026679993,390376000.0,AAPL,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
2000-01-18,0.7699736544248347,0.8080912578077042,0.7656848546861468,0.7923671007156372,459177600.0,AAPL,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
2000-01-19,0.8052316405367104,0.8290552597020902,0.7880789889483047,0.8123790621757507,597643200.0,AAPL,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
2000-01-20,0.8805142357795717,0.9262548569833744,0.8652673959732056,0.8652673959732056,1831132800.0,AAPL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
2000-01-21,0.8709844656376257,0.8709844656376257,0.8400142363388796,0.8485909700393677,495924800.0,AAPL,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
2000-01-24,0.8266730497679741,0.8595489911357509,0.8014201190190229,0.8099969029426575,440876800.0,AAPL,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
2000-01-25,0.8004673614610868,0.8624086372168885,0.7804560845633136,0.855737566947937,497145600.0,AAPL,1,1,1,1,-1,-1,1,1,-1,-1,1
2000-01-26,0.8385850268977487,0.8705081173957464,0.8366793120318494,0.8400143384933472,367158400.0,AAPL,1,1,1,-1,1,-1,-1,1,-1,-1,-1
2000-01-27,0.8295319482118646,0.8614559081215302,0.8157144194126704,0.8385851383209229,340144000.0,AAPL,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
2000-01-28,0.8247674809000584,0.8452551620981771,0.7671150017796412,0.7747380137443542,423348800.0,AAPL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2000-01-31,0.7699735802681794,0.7918905703097144,0.7204205734120676,0.7909376621246338,701680000.0,AAPL,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
2000-02-01,0.7928434128789854,0.8004672889261383,0.762349689922261,0.7642554044723511,318035200.0,AAPL,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1
2000-02-02,0.768068035430754,0.778549672231282,0.7394791531108024,0.7532967329025269,464195200.0,AAPL,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2000-02-03,0.7647319567368374,0.7947501455258947,0.7642555025919751,0.7876027226448059,475193600.0,AAPL,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
2000-02-04,0.7923672771284432,0.8385851709703483,0.7899850567982711,0.8233383297920227,425320000.0,AAPL,1,1,1,1,1,-1,1,1,-1,-1,1
2000-02-07,0.8233381563675323,0.8709845377368552,0.807614813364243,0.8695551753044128,441067200.0,AAPL,1,1,1,1,1,1,1,1,-1,-1,1
2000-02-08,0.8690789331073873,0.8852786833132013,0.8481148438675771,0.8757500052452087,408643200.0,AAPL,1,1,1,1,1,1,-1,1,-1,-1,1
2000-02-09,0.8700314326943583,0.8929021425035453,0.8571667665729018,0.8585960268974304,299364800.0,AAPL,1,1,1,1,1,1,-1,1,-1,-1,-1
2000-02-10,0.8605029557415811,0.8681260193982985,0.8385850955117754,0.8652673959732056,302982400.0,AAPL,1,1,1,1,1,1,1,-1,-1,-1,1
2000-02-11,0.8662200629450035,0.8700315941588902,0.8252438376864124,0.8290553689002991,212251200.0,AAPL,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1
2000-02-14,0.8333433424822713,0.8833727582777513,0.8281024995401417,0.8828963041305542,367539200.0,AAPL,1,1,1,1,1,1,1,1,-1,-1,1
2000-02-15,0.8786085560207485,0.9143439457786156,0.8781321017999931,0.9071965217590332,485744000.0,AAPL,1,1,1,1,1,1,1,1,-1,-1,1
2000-02-16,0.8976667487812992,0.9005261860265673,0.854784757862967,0.8700315952301025,378246400.0,AAPL,1,1,1,-1,-1,1,-1,-1,-1,-1,-1
